id,workflow,task,quality,micro,failed_tags,query
decision_structuring_loan_approval_package_repaired_019,Decision and Structuring,Loan approval package,10,0.9,FP3,"Prepare an equipment appraisal gap review for Falcon Machine Works Inc. Use only the supplied documents. For each collateral item, compare scheduled value with confirmed appraised or supported value, apply the $1.0 million independent-appraisal trigger and the below-$500,000 dealer-quote allowance, calculate total excluded value, and state the collateral package impact. Do not count unsupported collateral as confirmed value. Produce the equipment appraisal gap review under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared. Open the equipment appraisal gap review with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_trade_order_ticket_preparation_023,Decision and Structuring,Trade order ticket preparation,10,0.9,FP3,"Generate a notional equity order ticket for the BPRB buy. Convert the approximately $10,000 notional instruction into whole shares using the ask price and rounding down, calculate estimated cash used and residual uninvested cash from the notional amount, compare estimated cash used with buying power, cite the quote source, and include the rounding instruction in notes. Produce the notional equity order ticket under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the notional equity order ticket with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_underwriting_memo_repaired_003,Decision and Structuring,Underwriting memo,10,0.9,FP3,"Write an EPC/OC SBA guarantor and equity-injection underwriting memo for Harbor Fit. Identify which OC and EPC owners must guarantee, state whether the renovation amount triggers Form 601, compute DSCR and equity injection percentage, and give a proceed/hold recommendation. Use only the provided documents, cite the evidence for every owner-level conclusion, and treat the missing environmental questionnaire as an open condition. Produce the EPC/OC SBA guarantor memo under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the EPC/OC SBA guarantor memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the EPC/OC SBA guarantor memo with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_underwriting_memo_repaired_017,Decision and Structuring,Underwriting memo,10,0.9,FP3,"Prepare a pre-launch municipal bond underwriting checklist for the City of Ashford issue. Use the status labels Complete, Open, or Escalate; calculate historical debt-service coverage; identify the draft tax opinion, unsigned continuing-disclosure certificate, and preliminary pricing scale; cite visible material labels; and avoid any wording that offers the bonds for sale. Produce the municipal bond underwriting checklist under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome. Open the municipal bond underwriting checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_underwriting_memo_repaired_025,Decision and Structuring,Underwriting memo,10,0.9,FP3,"Review Summit Pediatrics for guarantor and equity-injection sufficiency. Identify which owners must guarantee, calculate documented cash injection percentage both excluding and including the unsigned gift funds, compute DSCR, list missing guarantor or equity evidence, and recommend whether underwriting can proceed conditionally. Use only the documents and cite each owner or funding conclusion. Produce the guarantor and equity-injection review under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the guarantor and equity-injection review with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_dcf_pricing_repaired_013,Decision and Structuring,DCF valuation / pricing analysis,10,0.8888888888888888,FP3,"Prepare the Harbor Bond Fund NAV premium/discount pricing note. Calculate the current-day premium or discount, calculate the prior-day premium or discount, compute the day-over-day change in basis points, test the current-day result against the 0.50% escalation threshold, cite visible material labels for prices, NAVs, and policy, and label the escalation status as escalate or no escalate. Produce the NAV premium discount analysis under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the NAV premium discount analysis with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the NAV premium discount analysis with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_underwriting_memo_repaired_006,Decision and Structuring,Underwriting memo,10,0.8888888888888888,FP3,"Build a multifamily renovation underwriting hold note for Lakeside Flats with exactly the sections Metrics, Exceptions, and Conditions to Clear. Recalculate loan-to-cost and stabilized DSCR, cite the documents for the stale rent roll and missing GMP contract, state why the file is not ready for closing, and use no outside market assumptions. Produce the multifamily renovation underwriting hold note under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the multifamily renovation underwriting hold note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the multifamily renovation underwriting hold note to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_dcf_pricing_repaired_005,Decision and Structuring,DCF valuation / pricing analysis,10,0.875,FP3,"Write an internal price fairness note for Redwood Clinics that answers whether the $22.00 offer price falls inside the DCF range and the comparable-transaction range. Present a two-row range check, identify any range that does not include the offer, cite visible material labels, separate the valuation observation from legal or tax matters, and do not say the transaction is legally fair, tax-efficient, or guaranteed to close. Produce the price fairness note under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication. Open the price fairness note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_investment_memo_027,Decision and Structuring,Investment memo,10,0.7777777777777778,FP3,"Draft a dividend cut reaction memo for Crescent Utilities. Calculate the percentage dividend reduction from $1.20 to $0.72; determine whether the more-than-20% review rule is triggered; decide Retain for Total Return, Trim, or Exit; revisit the original income thesis; discuss balance-sheet repair versus income loss; and note that long-term earnings estimates have not been updated. Produce the dividend cut reaction memo under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the dividend cut reaction memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_credit_memo_drafting_repaired_025,Decision and Structuring,Credit memo drafting,9,0.9,FP3,"Draft a borrower concentration risk memo for Atlas Specialty Chemicals. Calculate DSCR, analyze top-customer concentration and contract maturity, distinguish signed evidence from unconfirmed renewal discussions, recommend renew, renew with conditions, or reduce exposure, and list mitigation conditions. Use only the provided documents and cite visible material labels. Produce the borrower concentration risk memo under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the borrower concentration risk memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_reconciliation_repaired_012,"Execution, Monitoring, Reporting, and Operations",Reconciliation,10,0.9230769230769231,FP3,"Complete a bank statement cash proof for Orchard Operating Account. Use the stated formula with bank balance, outstanding checks, deposits in transit, and GL cash; show each component in formula order; calculate the proof difference; label the status Reconciled only if the proof difference is exactly zero; and add a concise preparer comment. Produce the bank statement cash proof under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the bank statement cash proof with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_board_regulatory_reporting_repaired_022,"Execution, Monitoring, Reporting, and Operations",Board / regulatory reporting,10,0.9090909090909091,FP3,"Write a product governance committee report for Newbridge Advisory Platform. Classify each watched product as Continue, Watch with conditions, or Suspend new sales, apply the complaint, concentration, and training triggers, list required conditions or actions, and avoid stating that any product has been terminated. Produce the product governance committee report under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the product governance committee report with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_post_investment_post_loan_review_repaired_27,"Execution, Monitoring, Reporting, and Operations",Post-investment / post-loan review,10,0.9090909090909091,FP3,"Write a post-investment revenue quality review for CloudMason Inc. Distinguish recurring and non-recurring revenue, calculate recurring revenue as a percentage of total revenue, compare it with the 82% underwriting expectation, identify timing pull-forward risk, and avoid treating total revenue outperformance as thesis confirmation by itself. Use only the provided documents and cite visible material labels for material facts. Produce the post-investment revenue quality review under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the post-investment revenue quality review with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
